NAME,NCOMP,MSINI,A,PER,ECC,OM,T0,K,BINARY
Kepler-397 c,2,0.00805177,0.516293,135.498527,0,90,2455066.69,1269.5,0
KIC 11442793 f,7,0.2990775,0.519687,124.9144,0,90,2452164.668,9.1375,0
Kepler-443 b,1,0.026130275,0.558942,177.6693,0,90,2455630.246,2.2625,0
Kepler-441 b,1,0.025106575,0.568939,207.2482,0,90,2455667.776,2.3025,0
Kepler-439 b,1,0.024122725,0.594654,178.1396,0,90,2455399.399,1.9925,0
Kepler-87 c,2,0.2691155,0.67057,191.2318,0.039,223.2,2456193.706,2.6925,0
Kepler-69 c,2,0.13362625,0.709354,242.4613,0.14,90,2454843.964,0.535,0
Kepler-62 f,5,0.099297575,0.717595,267.291,0.094434,237.995,2455442.463,2.0525,0
Kepler-424 c,2,7.03702,0.724323,223.3,0.319,90,2455403.4,246,0
KIC 11442793 g,7,0.300614,0.736177,210.60697,0,90,2452193.168,9.255,0
Kepler-34 b,1,3.554215,0.86856,288.822,0.182,7.90716,2454890.1,0.565,1
Kepler-47 c,2,0.03732625,0.895669,303.158,0,90,2451077.665,3.18,1
KIC 11442793 h,7,0.30388025,0.996347,331.60059,0,90,2452234.461,9.405505,0
Kepler-432 c,2,2.36402,1.17816,406.2,0.498,60.8,2456139.3,62.1,0
Kepler-68 d,3,0.80971,1.39638,580,0.18,90,2451208.4,19.06,0
Kepler-421 b,1,0.02036035,1.43442,704.1984,0.041,160,2450241.5,2.87,0
Kepler-419 c,2,0.018458475,1.68144,675.47,0.184,275.3,2450505.799,2.9375,0
